,id,from,to,average_twodirection_density,average_twodirection_speed,reverse_edge,twodir_density_interval,twodir_speed_interval
552,6002,601,600,12.857282251769277,6.351779530656275,6013,[25.714564503538554],[4.824997880290859]
553,6003,87,600,21.363178306811484,2.8091446668291167,87-2,[42.72635661362297],[4.366917636496421]
554,6011,602,601,21.2460509004366,3.9959732158012455,6021,[42.4921018008732],[6.478665691955039]
555,6012,hehuachi,601,15.43594716911425,4.759101763338345,hehuachi4,[30.8718943382285],[5.58322545779194]
556,6013,600,601,12.857282251769277,6.351779530656275,6002,[25.714564503538554],[7.8785611810216905]
557,6021,601,602,21.96502057613169,3.9959732158012455,6011,[43.93004115226337],[1.5132807396474515]
558,6022,hehuachi,602,38.85157795888252,9.381334637603686,0,[38.85157795888252],[9.381334637603686]
559,6031,78,603,29.557310711325627,6.478932306029594,78-4,[59.11462142265126],[12.215770236340662]
560,6032,86,603,9.388514856114266,4.772584948656002,86-2,[18.777029712228533],[2.0875053791993463]
561,6041,hehuachi,604,14.924055036535728,7.5318369327180275,hehuachi3,[29.848110073071453],[12.30313151046216]
562,6042,78,604,22.932740984821777,3.74570252255794,78-1,[45.865481969643554],[5.31639403971215]
563,6051,79,605,30.957569294727655,6.245152093241871,79-3,[61.915138589455296],[11.600125025725472]
564,6052,609,605,33.671543988529635,0.49906672219904297,6093,[67.34308797705927],[0.12405269040237842]
565,6053,606,605,28.568335990316434,7.298204323272782,6062,[57.13667198063287],[1.9153953706115008]
566,6061,77,606,11.593591905564924,7.119886307495623,77-4,[23.187183811129852],[4.888908269437796]
567,6062,605,606,28.104412730403414,7.298204323272782,6053,[56.20882546080683],[12.681013275934063]
568,6071,xianhe,607,16.786135966177024,3.172133837223305,xianhe3,[33.57227193235405],[3.5262223178886227]
569,6072,qionghua,607,31.709737976556795,4.108410020741715,qionghua4,[63.41947595311359],[0.4093036607272973]
570,6073,608,607,23.935119502877374,6.270565672867511,6081,[47.87023900575475],[10.216099138241246]
571,6074,78,607,32.44233592139894,1.240017661448955,78-2,[64.8846718427979],[0.7403854130351218]
572,6081,607,608,23.92757573458314,6.270565672867511,6073,[47.85515146916628],[2.3250322074937784]
573,6082,yinhe,608,46.895627114606874,0.9110810700623915,yinhe4,[93.79125422921373],[0.5663363138420145]
574,6083,609,608,35.66355560394538,4.202986005079358,6091,[71.32711120789075],[6.455313488879036]
575,6084,79,608,34.64916546789598,1.6271566066722385,79-2,[69.29833093579197],[0.4721479969380794]
576,6091,608,609,35.66355560394538,4.202986005079358,6083,[71.32711120789075],[1.9506585212796814]
577,6092,77,609,4.52765295386865,8.97682720187115,77-1,[9.055305907737297],[8.140704625760165]
578,6093,605,609,33.62912360642496,0.49906672219904297,6052,[67.25824721284992],[0.8740807539957075]
579,61-1,luosiwan,61,4.60456859490709,6.66160661836432,luosiwan3,[9.20913718981418],[9.646869026703717]
580,61-2,63,61,2.801175141786024,6.274626446731915,63-4,[5.602350283572047],[7.374514775656699]
581,61-3,7755854863,61,2.5113903586125805,10.104727794511163,-248657878#0,[5.022780717225161],[7.352662884897301]
582,61-4,644,61,3.3701969204962867,5.590666817546711,6442,[6.7403938409925725],[5.545966913108215]
583,6101,jiefangqiao,610,20.232315803782665,2.4146113795927096,jiefangqiao4,[40.46463160756533],[2.625429564980907]
584,6102,77,610,17.688472927519495,6.678535582345932,77-2,[35.37694585503899],[12.602324956754547]
585,6111,jiefangqiaodong,611,3.616268035718631,6.580642579436273,dong4,[7.232536071437261],[9.807761654378378]
586,6112,612,611,1.704392085519577,5.807375993307273,6121,[3.408784171039154],[5.696355517217463]
587,6113,80,611,8.337934248034333,6.569848417643829,80-2,[16.675868496068667],[10.033681956319967]
588,6121,611,612,1.704392085519577,5.807375993307273,6112,[3.408784171039154],[5.918396469397082]
589,6122,76,612,2.00709866797647,9.376357077581718,76-4,[4.014197335952941],[11.999550845931092]
590,6123,81,612,2.6766750216424073,8.65591251450313,81-2,[5.353350043284814],[12.425504899613397]
591,6131,siwangting,613,32.714691421928734,0.8617271133892003,siwangting3,[65.42938284385747],[0.28598320934523525]
592,6132,58,613,37.86035568094421,2.2598415149825075,58-4,[75.72071136188842],[1.452148299855826]
593,6133,qionghua,613,29.899421535898345,5.346662803100672,qionghua2,[59.79884307179669],[10.147512609380733]
594,6141,628,614,26.510476725975483,7.63592210570186,6283,[53.020953451950966],[2.0605377419852657]
595,6142,jiefangqiao,614,25.70540411286466,6.5113964944518,jiefangqiao2,[51.41080822572932],[12.406334545704258]
596,6151,75,615,1.5545301572277435,8.399921259506462,75-3,[3.109060314455487],[9.930363324918721]
597,6152,84,615,2.900731968089481,8.223545070481595,84-1,[5.801463936178962],[10.416727707185135]
598,6161,yechun,616,14.615909201617225,2.739330643098049,yechun3,[29.23181840323445],[2.101529963832399]
599,6162,618,616,10.583094015019752,3.977525147698186,6182,[21.166188030039503],[6.700821503404295]
600,6163,58,616,27.195897190906592,6.813137999242453,58-1,[54.39179438181319],[12.897956054209855]
601,6171,hongyuan,617,25.867173776537825,3.69890879837679,hongyuan3,[51.73434755307565],[0.8173517809703787]
602,6172,618,617,25.238308554086558,6.749747245341664,6183,[50.476617108173116],[10.858573963582753]
603,6173,yechun,617,10.932271835698627,5.814874290118256,yechun2,[21.864543671397254],[2.689442076781999]
604,6181,620,618,24.96009499338161,6.549913388407026,6203,[49.920189986763226],[10.677241228406192]
605,6182,616,618,10.516987962784318,3.977525147698186,6162,[21.033975925568633],[1.2542287919920787]
606,6183,617,618,25.238308554086558,6.749747245341664,6172,[50.476617108173116],[2.640920527100574]
607,6191,yingbin,619,14.789993470044875,4.683132743038182,yingbin4,[29.57998694008975],[3.549438642617205]
608,6192,620,619,46.26415697783798,1.12801647206247,6201,[92.52831395567596],[1.399571814678079]
609,6193,hongyuan,619,24.53035138009988,6.865913273911525,hongyuan2,[49.06070276019976],[12.061513405693763]
610,62-1,646,62,1.046915478122242,8.484668985490448,6462,[2.093830956244484],[6.6163328370809005]
611,62-2,2441534584,62,0.5175467665300189,12.287595674591643,62-5,[1.0350935330600375],[11.541270726023056]
612,62-3,63,62,1.7759614715244945,6.314248622662726,63-1,[3.551922943048989],[6.960315182888386]
613,62-4,luosiwan,62,1.135571281275267,8.172663553347034,luosiwan2,[2.271142562550534],[7.548487756058274]
614,62-5,62,2441534584,0.5127875437017444,12.287595674591643,62-2,[1.0255750874034886],[13.033920623160233]
615,6201,619,620,46.26415697783798,1.12801647206247,6192,[92.52831395567596],[0.856461129446861]
616,6202,621,620,45.892097604656364,3.0434240501447425,6213,[91.78419520931273],[4.095078144061143]
617,6203,618,620,24.96009499338161,6.549913388407026,6181,[49.920189986763226],[2.4225855484078584]
618,6211,623,621,20.292454881495974,7.279003883716579,6233,[40.584909762991956],[4.1759815610409925]
619,6212,622,621,29.858656197632627,1.67232567415301,6221,[59.71731239526525],[2.668948272379521]
620,6213,620,621,45.892097604656364,3.0434240501447425,6202,[91.78419520931273],[1.9917699562283417]
621,6221,621,622,29.82792378721466,1.67232567415301,6212,[59.65584757442932],[0.6757030759264991]
622,6222,59,622,17.714177553494025,4.937863516768758,59-4,[35.42835510698805],[2.4070204900889682]
623,6223,58,622,15.031301216303625,5.727854953498907,58-2,[30.06260243260725],[10.60558925711911]
624,6231,57,623,18.021446070544417,6.469986695382838,57-4,[36.04289214108884],[3.976607632533429]
625,6232,59,623,17.924254555836935,1.9956452023740678,59-1,[35.84850911167386],[3.2681935900395507]
626,6233,621,623,20.26707146517951,7.279003883716579,6211,[40.534142930359025],[10.382026206392167]
627,6241,yingbin,624,4.472401911043463,9.085715117598491,yingbin3,[8.944803822086925],[7.342490348075147]
628,6242,57,624,13.013543907206067,7.665270751089991,57-1,[26.027087814412134],[11.045791427871917]
629,6251,suidaodong,625,1.2224178090716737,26.35513188824533,0,[1.2224178090716737],[26.35513188824533]
630,6252,57,625,3.8415922155273914,7.064908386196399,57-2,[7.683184431054783],[9.797709453105853]
631,6261,58,626,18.426454441921205,6.879983414417728,58-3,[36.85290888384241],[12.584885618064375]
632,6262,630,626,1.1796965013648677,6.067415402166008,6304,[2.359393002729735],[6.387328836126118]
633,6263,627,626,0.957204421165233,12.6131701373887,6271,[1.9144088423304657],[12.886813242917764]
634,6271,626,627,0.9554619496833159,12.6131701373887,6263,[1.9109238993666318],[12.339527031859635]
635,6272,631,627,1.7437540307882118,9.079156878548966,6314,[3.4875080615764236],[9.329007050713564]
636,6273,69,627,9.009388664133056,7.883915595036809,69-1,[18.01877732826611],[13.705628492918883]
637,6281,69,628,18.59858584955783,6.6749591395573615,69-4,[37.197171699115664],[2.0632454380421112]
638,6282,628,640,1.499211284498155,21.08091998368366,0,[1.499211284498155],[21.08091998368366]
639,6283,614,628,26.510476725975483,7.63592210570186,6141,[53.020953451950966],[13.211306469418453]
640,6291,632,629,24.383425123533208,6.729924201861603,6323,[48.766850247066415],[2.530628407620239]
641,6292,69,629,26.442276721294583,6.983557809302594,69-2,[52.88455344258916],[12.978524411109245]
642,6293,640,629,14.041012534988441,14.45207996617662,0,[14.041012534988441],[14.45207996617662]
643,63-1,62,63,1.7816442235046888,6.314248622662726,62-3,[3.5632884470093775],[5.668182062437066]
644,63-2,7561702968,63,0.7827275980166641,10.35057458955719,63-5,[1.5654551960333283],[10.33831156563625]
645,63-3,64,63,2.8228766595940877,6.688937014860542,64-1,[5.6457533191881755],[7.5849916404299025]
646,63-4,61,63,2.8116256070498182,6.274626446731915,61-2,[5.6232512140996365],[5.17473811780713]
647,63-5,63,7561702968,0.7827275980166641,10.35057458955719,63-2,[1.5654551960333283],[10.362837613478131]
648,6301,59,630,2.051483380290364,8.06441795220014,59-3,[4.102966760580728],[8.802663000401001]
649,6302,633,630,1.710812588544829,6.004737747760219,6334,[3.4216251770896577],[5.9750968789671814]
650,6303,631,630,8.64738615278171,8.516828222338606,6311,[17.29477230556342],[10.543738622062135]
651,6304,626,630,1.1799235014036145,6.067415402166008,6262,[2.359847002807229],[5.747501968205897]
652,6311,630,631,8.64738615278171,8.516828222338606,6303,[17.29477230556342],[6.48991782261508]
653,6312,634,631,2.5562372188139055,9.35341447933875,6344,[5.112474437627811],[9.238074268666866]
654,6313,632,631,14.187054312939441,6.203403362220519,6321,[28.374108625878886],[9.531944982347202]
655,6314,627,631,1.746741756081119,9.079156878548966,6272,[3.4934835121622383],[8.82930670638437]
656,6321,631,632,14.187054312939441,6.203403362220519,6313,[28.374108625878886],[2.8748617420938363]
657,6322,68,632,18.090127114470416,6.667672231190132,68-4,[36.18025422894083],[3.4014855411439417]
658,6323,629,632,24.383425123533208,6.729924201861603,6291,[48.766850247066415],[10.929219996102967]
659,6331,60,633,1.1645710196646963,9.328485874757247,60-3,[2.3291420393293927],[10.20169877057618]
660,6332,635,633,0.9389374883671462,6.511604837730863,6352,[1.8778749767342924],[6.409273074677559]
661,6333,634,633,0.6541442668106517,10.66295837430398,6341,[1.3082885336213035],[10.691798744280092]
662,6334,630,633,1.710812588544829,6.004737747760219,6302,[3.4216251770896577],[6.034378616553257]
663,6341,633,634,0.6541442668106517,10.66295837430398,6333,[1.3082885336213035],[10.634118004327865]
664,6342,wanma,634,0.9811177748274302,9.010980324688033,wanma4,[1.9622355496548605],[9.49614166208453]
665,6343,68,634,1.1377176669054843,8.571541844564877,68-1,[2.2754353338109685],[10.28831508504814]
666,6344,631,634,2.5562372188139055,9.35341447933875,6312,[5.112474437627811],[9.468754690010638]
667,6351,caohe,635,1.653677779381344,25.863455031346206,0,[1.653677779381344],[25.863455031346206]
668,6352,633,635,0.9389374883671462,6.511604837730863,6332,[1.8778749767342924],[6.613936600784167]
669,6361,637,636,1.0161201432901625,11.869124664283875,6373,[2.032240286580325],[11.245681287081968]
670,6362,639,636,1.5223800543871875,12.967097450496286,6393,[3.044760108774375],[12.97292263419911]
671,6363,68,636,6.476415333692436,8.909719542983307,68-2,[12.952830667384871],[12.171192480511197]
672,6371,wanma,637,1.9448696386164497,26.156574487152845,0,[1.9448696386164497],[26.156574487152845]
673,6372,637,7682641894,2.1228333603262577,26.331801528984123,0,[2.1228333603262577],[26.331801528984123]
674,6373,636,637,1.026987133069682,11.869124664283875,6361,[2.0539742661393636],[12.49256804148578]
675,6381,wutaishan,638,1.5829005720260125,25.01502653388735,0,[1.5829005720260125],[25.01502653388735]
676,6382,639,638,0.6740476133201831,12.551596926512204,6391,[1.3480952266403663],[12.810017818999237]
677,6391,638,639,0.6954268317904682,12.551596926512204,6382,[1.3908536635809363],[12.293176034025171]
678,6392,67,639,1.4971172135045174,12.962896378136778,67-4,[2.994234427009035],[13.350188574444376]
679,6393,636,639,1.5165979198998067,12.967097450496286,6362,[3.0331958397996135],[12.961272266793463]
680,64-1,63,64,2.8228766595940877,6.688937014860542,63-3,[5.6457533191881755],[5.792882389291183]
681,64-2,2429233798,64,0.3962545619222675,10.66128336815438,64-6,[0.7925091238445351],[10.861314888808328]
682,64-3,65,64,3.182842998139564,6.545981292861436,65-1,[6.365685996279128],[4.069946060465389]
683,64-4,7561702975,64,0.3446983863711509,10.3455598123706,64-5,[0.6893967727423017],[10.127306670289975]
684,64-5,64,7561702975,0.3446563530581774,10.3455598123706,64-4,[0.6893127061163548],[10.563812954451226]
685,64-6,64,2429233798,0.3962545619222675,10.66128336815438,64-2,[0.7925091238445351],[10.461251847500435]
686,6411,640,641,1.0390555684764538,10.495799427147588,6414,[2.0781111369529075],[11.054183858559446]
687,6412,7682641894,641,1.037036400574344,6.379018440049581,6415,[2.074072801148688],[6.231651237673203]
688,6413,74,641,1.0129688496946494,9.636082333667712,74-1,[2.0259376993892992],[9.736371331019564]
689,6414,641,640,1.0390555684764538,10.495799427147588,6411,[2.0781111369529075],[9.93741499573573]
690,6415,641,7682641894,1.036977000828627,6.379018440049581,6412,[2.073954001657254],[6.526385642425958]
691,6421,7684364332,642,12.485757268244049,5.222466446642572,-234860056#2,[24.971514536488097],[3.680721021179171]
692,6422,643,642,6.611802904522409,10.451503609568983,6433,[13.22360580904482],[7.983504490465652]
693,6423,landun,642,11.86520753500769,4.3893849545141865,landun2,[23.73041507001538],[6.644137134218669]
694,6431,644,643,2.404186472266342,3.7097359976278237,6441,[4.808372944532684],[4.055000251588691]
695,6432,luosiwan,643,4.377530270476869,8.13109601644302,luosiwan4,[8.755060540953737],[9.19641564593017]
696,6433,642,643,6.616614112748368,10.451503609568983,6422,[13.233228225496736],[12.919502728672313]
697,6441,643,644,2.395031568291062,3.7097359976278237,6431,[4.790063136582124],[3.3644717436669564]
698,6442,61,644,3.3701969204962867,5.590666817546711,61-4,[6.7403938409925725],[5.635366721985208]
699,6443,67,644,2.9959790581664234,5.4520876718620634,67-1,[5.991958116332847],[5.760780021893741]
700,6444,caohe,644,11.2412853317032,6.6820358350263,caohe2,[22.4825706634064],[10.299945599464966]
701,6451,646,645,7.732981656192882,5.398070893411951,6461,[15.465963312385764],[4.489310129261444]
702,6452,luosiwan,645,1.5568156444357306,5.315669911985485,luosiwan1,[3.1136312888714612],[6.164621371877378]
703,6453,7684364332,645,9.632393968937206,5.590059927371098,234860056#1,[19.264787937874413],[6.497989954710589]
704,6461,645,646,7.737939410776839,5.398070893411951,6451,[15.47587882155368],[6.3068316575624594]
705,6462,62,646,1.0431026169040771,8.484668985490448,62-1,[2.0862052338081543],[10.353005133899995]
706,6471,71,647,28.280800136472855,5.273636413186089,71-3,[56.56160027294571],[9.895104371755151]
707,6472,73,647,9.17931688804554,3.4170001994580224,73-2,[18.358633776091082],[1.5962044019410364]
708,6481,74,648,1.255822168692956,8.50575479260243,74-3,[2.511644337385912],[9.598324829162163]
709,6482,72,648,12.006735611932774,3.8733255150033545,72-4,[24.013471223865547],[5.817489220712871]
710,6483,84,648,12.413082013573367,3.6045763324166824,84-2,[24.82616402714674],[3.6380828815218655]
711,6491,fanghe,649,90.48460123800761,4.750305916905286,0,[90.48460123800761],[4.750305916905286]
712,65-1,64,65,3.182842998139564,6.545981292861436,64-3,[6.365685996279128],[9.022016525257483]
713,65-2,2428041001,65,0.6489488537752223,13.006202691712879,65-5,[1.2978977075504445],[13.51934354335266]
714,65-3,71,65,5.051408614383403,4.78659107527294,71-1,[10.102817228766805],[5.42915865972791]
715,65-4,66,65,1.6802785127891988,10.206702295403542,66-2,[3.360557025578398],[8.334730948936308]
716,65-5,65,2428041001,0.6521376465413955,13.006202691712879,65-2,[1.3042752930827912],[12.493061840073096]
717,66-1,7755854863,66,0.9446028796035205,11.813907534219124,830667172,[1.889205759207041],[11.316692948920961]
718,66-2,65,66,1.6780299822139408,10.206702295403542,65-4,[3.356059964427882],[12.078673641870775]
719,66-3,70,66,1.295018610630741,9.270534116504724,70-1,[2.5900372212614817],[10.61519662714799]
720,66-4,67,66,1.577893683156841,11.44271818057564,67-2,[3.155787366313682],[10.396966478843817]
721,67-1,644,67,2.995535083350142,5.4520876718620634,6443,[5.991070166700284],[5.143395321830386]
722,67-2,66,67,1.5729414162039752,11.44271818057564,66-4,[3.1458828324079504],[12.488469882307466]
723,67-4,639,67,1.4971172135045174,12.962896378136778,6392,[2.994234427009035],[12.575604181829183]
724,68-1,634,68,1.1363405678499199,8.571541844564877,6343,[2.2726811356998398],[6.854768604081614]
725,68-2,636,68,6.4182439384796295,8.909719542983307,6363,[12.836487876959259],[5.648246605455415]
726,68-4,632,68,17.88980272433186,6.667672231190132,6322,[35.77960544866372],[9.933858921236322]
727,69-1,627,69,9.009388664133056,7.883915595036809,6273,[18.01877732826611],[2.062202697154735]
728,69-2,629,69,26.442276721294583,6.983557809302594,6292,[52.88455344258916],[0.9885912074959432]
729,69-4,628,69,18.59858584955783,6.6749591395573615,6281,[37.197171699115664],[11.28667284107261]
730,7-2,3169914275,7,0.4797901115822462,10.372161721404314,7-5,[0.9595802231644924],[10.20094786195431]
731,7-3,3661603925,7,0.1508327632895107,10.870665289674033,7-6,[0.3016655265790214],[10.853305749883624]
732,7-4,7684610437,7,3.5664600723080255,17.215044472031288,0,[3.5664600723080255],[17.215044472031288]
733,7-5,7,3169914275,0.4782481488983414,10.372161721404314,7-2,[0.9564962977966828],[10.543375580854317]
734,7-6,7,3661603925,0.15055537281248238,10.870665289674033,7-3,[0.30111074562496476],[10.888024829464442]
735,7-7,7,7684610438,0.5397268393400024,21.847460173939737,0,[0.5397268393400024],[21.847460173939737]
736,70-1,66,70,1.292921022549729,9.270534116504724,66-3,[2.585842045099458],[7.925871605861454]
737,70-2,71,70,1.072774039974819,9.033233765430383,71-4,[2.1455480799496383],[9.971663911287317]
738,70-3,73,70,4.995130638774104,6.515942777859697,73-1,[9.990261277548209],[8.824532416080908]
739,70-4,wutaishan,70,1.0211301393828238,8.371253948071812,wutaishan2,[2.0422602787656476],[7.596056946573328]
740,71-1,65,71,5.046963419254696,4.78659107527294,65-3,[10.093926838509393],[4.144023490817972]
741,71-2,8186815921,71,0.5378110760602874,12.705884571101231,71-5,[1.0756221521205749],[12.853207799536495]
742,71-3,647,71,28.280800136472855,5.273636413186089,6471,[56.56160027294571],[0.652168454617027]
743,71-4,70,71,1.072774039974819,9.033233765430383,70-2,[2.1455480799496383],[8.094803619573447]
744,71-5,71,8186815921,0.5379298618341941,12.705884571101231,71-2,[1.075859723668388],[12.558561342665968]
745,72-1,wutaishan,72,1.5246124734493471,7.405250989037654,wutaishan3,[3.0492249468986943],[5.77890889482709]
746,72-2,73,72,8.591623542993782,3.255227511012756,73-4,[17.183247085987563],[5.185005205121596]
747,72-3,2429747651,72,0.35814078833524815,25.88636455240004,0,[0.35814078833524815],[25.88636455240004]
748,72-4,648,72,12.006735611932774,3.8733255150033545,6482,[24.013471223865547],[1.929161809293838]
749,72-5,72,7682641890,3.076313598033746,25.557493589322966,0,[3.076313598033746],[25.557493589322966]
750,73-1,70,73,4.987080727991577,6.515942777859697,70-3,[9.974161455983154],[4.207353139638487]
751,73-2,647,73,9.17931688804554,3.4170001994580224,6472,[18.358633776091082],[5.237795996975009]
752,73-3,2429299467,73,0.6255421001286207,11.696748430425188,73-5,[1.2510842002572413],[10.800752180688145]
753,73-4,72,73,8.56749667171155,3.255227511012756,72-2,[17.1349933434231],[1.3254498169039166]
754,73-5,73,2429299467,0.626782532363181,11.696748430425188,73-3,[1.253565064726362],[12.59274468016223]
755,74-1,641,74,1.0129688496946494,9.636082333667712,6413,[2.0259376993892992],[9.53579333631586]
756,74-2,wutaishan,74,1.2212287589653619,8.910974636611135,wutaishan4,[2.4424575179307233],[10.034106872759663]
757,74-3,648,74,1.255822168692956,8.50575479260243,6481,[2.511644337385912],[7.413184756042698]
758,74-4,75,74,1.7655838291521238,8.123397171263525,75-2,[3.5311676583042475],[9.425405939421143]
759,75-1,jiefangqiaodong,75,2.32207960672729,5.121297256735545,dong2,[4.64415921345458],[5.270255834857216]
760,75-2,74,75,1.7655838291521238,8.123397171263525,74-4,[3.5311676583042475],[6.8213884031059075]
761,75-3,615,75,1.5545301572277432,8.399921259506462,6151,[3.1090603144554865],[6.8694791940942]
762,75-4,76,75,10.770752187154939,4.95713571075217,76-2,[21.541504374309877],[3.0294094879487234]
763,76-1,jiefangqiaodong,76,6.815581559699751,4.656306699076142,dong3,[13.631163119399503],[5.615054677658084]
764,76-2,75,76,10.763699419161606,4.95713571075217,75-4,[21.52739883832321],[6.884861933555618]
765,76-3,82,76,2.2548532108954817,6.573412292339215,82-1,[4.5097064217909635],[7.873687862633248]
766,76-4,612,76,2.00709866797647,9.376357077581718,6122,[4.014197335952941],[6.753163309232342]
767,77-1,609,77,4.526926437027528,8.97682720187115,6092,[9.053852874055057],[9.812949777982132]
768,77-2,610,77,17.688472927519495,6.678535582345932,6102,[35.37694585503899],[0.7547462079373177]
769,77-3,80,77,2.3481177396136723,8.182765975566296,80-1,[4.696235479227345],[7.232664312105011]
770,77-4,606,77,11.593591905564924,7.119886307495623,6061,[23.187183811129852],[9.35086434555345]
771,78-1,604,78,22.780527913881453,3.74570252255794,6042,[45.5610558277629],[2.1750110054037313]
772,78-2,607,78,32.43325337095408,1.240017661448955,6074,[64.86650674190815],[1.7396499098627882]
773,78-3,79,78,26.242921164122546,1.5755130026110278,79-1,[52.48584232824509],[2.139176060815564]
774,78-4,603,78,29.593669761493327,6.478932306029594,6031,[59.187339522986655],[0.7420943757185264]
775,79-1,78,79,26.227127311965223,1.5755130026110278,78-3,[52.45425462393045],[1.0118499444064917]
776,79-2,608,79,34.615142014991655,1.6271566066722385,6084,[69.23028402998331],[2.782165216406398]
777,79-3,605,79,30.939817469557347,6.245152093241871,6051,[61.87963493911468],[0.8901791607582713]
778,79-4,85,79,29.125755381186945,3.0816201587738266,85-2,[58.25151076237389],[0.675930222732641]
779,8-1,zhannan,8,4.686698136897593,5.730816598087571,zhannan3,[9.373396273795187],[1.8821722033647224]
780,8-2,7684610443,8,15.04958188126505,5.706901006906368,8-5,[30.099163762530097],[3.015974359537523]
781,8-3,14,8,2.715300856323961,7.799145100297117,14-1,[5.430601712647922],[4.400148365288454]
782,8-4,9,8,12.719542891890914,2.8214943444495035,9-2,[25.439085783781827],[2.7205299672180483]
783,8-5,8,7684610443,15.043853072022088,5.706901006906368,8-2,[30.087706144044176],[8.397827654275213]
784,80-1,77,80,2.3481177396136723,8.182765975566296,77-3,[4.696235479227345],[9.13286763902758]
785,80-2,611,80,8.397357329219393,6.569848417643829,6113,[16.794714658438785],[3.1060148789676925]
786,80-3,81,80,1.1913004179197841,8.249235389670334,81-1,[2.3826008358395683],[8.767768665507301]
787,80-4,85,80,31.11249799766064,1.8794692428457962,85-3,[62.22499599532127],[0.5887294384080138]
788,81-1,80,81,1.19125662494041,8.249235389670334,80-3,[2.38251324988082],[7.730702113833367]
789,81-2,612,81,2.6766750216424073,8.65591251450313,6123,[5.353350043284814],[4.886320129392865]
790,81-3,7782474337,81,0.8437594796305173,21.01801298950751,0,[0.8437594796305173],[21.01801298950751]
791,81-4,2429299490,81,0.8766796366321933,11.64570865427751,81-5,[1.7533592732643866],[10.572073929984555]
792,81-5,81,2429299490,0.8766796366321933,11.64570865427751,81-4,[1.7533592732643866],[12.719343378570462]
793,82-1,76,82,2.2548532108954817,6.573412292339215,76-3,[4.5097064217909635],[5.273136722045183]
794,82-2,84,82,15.639566037597353,3.4384084388182337,84-4,[31.2791320751947],[2.284920516895375]
795,82-3,3680857285,82,1.3232492216181049,9.240734066632129,82-5,[2.64649844323621],[11.807066426419171]
796,82-4,83,82,3.4672874024289273,4.494563183867322,83-2,[6.934574804857855],[4.465514554120546]
797,82-5,82,3680857285,1.3232492216181049,9.240734066632129,82-3,[2.64649844323621],[6.674401706845085]
798,83-1,81,83,4.262655350106093,11.866719177389122,0,[4.262655350106093],[11.866719177389122]
799,83-2,82,83,3.465952343016977,4.494563183867322,82-4,[6.931904686033955],[4.523611813614097]
800,83-3,2429271296,83,0.7254076510195768,23.373800707328463,0,[0.7254076510195768],[23.373800707328463]
801,83-5,83,2429271297,4.207843149045086,13.2073980747489,0,[4.207843149045086],[13.2073980747489]
802,83-6,83,7782474337,0.7779994543346292,26.317904943071326,0,[0.7779994543346292],[26.317904943071326]
803,830667172,66,7755854863,0.9446028796035205,11.813907534219124,66-1,[1.889205759207041],[12.311122119517288]
804,84-1,615,84,2.900731968089481,8.223545070481595,6152,[5.801463936178962],[6.030362433778055]
805,84-2,648,84,12.413082013573367,3.6045763324166824,6483,[24.82616402714674],[3.571069783311499]
806,84-3,3680858596,84,0.7869385735596023,10.299788643540426,84-5,[1.5738771471192048],[10.45998909599097]
807,84-4,82,84,15.639566037597353,3.4384084388182337,82-2,[31.2791320751947],[4.591896360741092]
808,84-5,84,3680858596,0.7824144437836368,10.299788643540426,84-3,[1.5648288875672738],[10.13958819108988]
809,85-1,86,85,29.16753424776381,1.3336891255581136,86-3,[58.33506849552762],[1.7728843605135909]
810,85-2,79,85,28.957810169316705,3.0816201587738266,79-4,[57.91562033863342],[5.4873100948150135]
811,85-3,80,85,31.416130448016872,1.8794692428457962,80-4,[62.832260896033745],[3.170209047283578]
812,85-4,3714017424,85,4.496421850342203,6.216462189625457,85-5,[8.992843700684407],[2.2543773554192823]
813,85-5,85,3714017424,4.504633034891487,6.216462189625457,85-4,[9.009266069782974],[10.178547023831632]
814,86-1,598,86,26.420333978736053,2.1404499788453366,5982,[52.84066795747211],[1.1177679328159544]
815,86-2,603,86,9.355447002203679,4.772584948656002,6032,[18.710894004407358],[7.457664518112657]
816,86-3,85,86,29.56646333848689,1.3336891255581136,85-1,[59.13292667697378],[0.8944938906026364]
817,86-4,7680389570,86,2.0097037369356796,17.013366326773713,0,[2.0097037369356796],[17.013366326773713]
818,86-5,86,7680389563,1.1821336236222617,26.508310802051678,0,[1.1821336236222617],[26.508310802051678]
819,87-1,88,87,25.639679740208837,3.8216793844032924,88-3,[51.27935948041768],[7.000080857879446]
820,87-2,600,87,21.28655959646805,2.8091446668291167,6003,[42.57311919293609],[1.2513716971618125]
821,87-3,598,87,28.674768866761788,3.0012367430982763,5981,[57.34953773352358],[0.8842849944251492]
822,88-1,597,88,2.363834422657952,8.113679266144418,5972,[4.727668845315904],[3.290167952612382]
823,88-2,56,88,24.246213437699907,2.510974205376529,56-4,[48.492426875399815],[3.482294320776949]
824,88-3,87,88,25.6425870630051,3.8216793844032924,87-1,[51.285174126010205],[0.6432779109271384]
825,88-4,7780221180,88,3.740210588610287,6.418727334249301,88-5,[7.480421177220574],[2.1983033930118276]
826,88-5,88,7780221180,3.76155640936937,6.418727334249301,88-4,[7.523112818738741],[10.639151275486775]
827,89-1,90,89,2.9696818587810254,15.249339726423681,0,[2.9696818587810254],[15.249339726423681]
828,89-2,578,89,1.2108891178705303,10.95522130452602,5783,[2.42177823574106],[9.03409717422644]
